symbol,timestamp,price
AAPL,2026-07-09T08:30:00-05:00,40.22815936745319
AAPL,2026-07-09T08:31:00-05:00,40.24496279183867
AAPL,2026-07-09T08:32:00-05:00,40.26521623526853
AAPL,2026-07-09T08:33:00-05:00,40.23308596837816
AAPL,2026-07-09T08:34:00-05:00,40.212728800235006
AAPL,2026-07-09T08:35:00-05:00,40.21825918369705
AAPL,2026-07-09T08:36:00-05:00,40.21575321748704
AAPL,2026-07-09T08:37:00-05:00,40.218666425702665
AAPL,2026-07-09T08:38:00-05:00,40.20644518889043
AAPL,2026-07-09T08:39:00-05:00,40.22557256441954
AAPL,2026-07-09T08:40:00-05:00,40.24286981689707
AAPL,2026-07-09T08:41:00-05:00,40.247285015627064
AAPL,2026-07-09T08:42:00-05:00,40.27092057759051
AAPL,2026-07-09T08:43:00-05:00,40.28261441545272
AAPL,2026-07-09T08:44:00-05:00,40.27026047847737
AAPL,2026-07-09T08:45:00-05:00,40.280164459872644
AAPL,2026-07-09T08:46:00-05:00,40.266006096042844
AAPL,2026-07-09T08:47:00-05:00,40.28514463486491
AAPL,2026-07-09T08:48:00-05:00,40.28746237379041
AAPL,2026-07-09T08:49:00-05:00,40.28733393479827
AAPL,2026-07-09T08:50:00-05:00,40.278212145339396
AAPL,2026-07-09T08:51:00-05:00,40.30359320303903
AAPL,2026-07-09T08:52:00-05:00,40.304014848472846
AAPL,2026-07-09T08:53:00-05:00,40.29947067075371
AAPL,2026-07-09T08:54:00-05:00,40.29630877034684
AAPL,2026-07-09T08:55:00-05:00,40.30918501793453
AAPL,2026-07-09T08:56:00-05:00,40.31903859131784
AAPL,2026-07-09T08:57:00-05:00,40.32975255634782
AAPL,2026-07-09T08:58:00-05:00,40.34079764355365
AAPL,2026-07-09T08:59:00-05:00,40.38290300498587
AAPL,2026-07-09T09:00:00-05:00,40.37874813904238
AAPL,2026-07-09T09:01:00-05:00,40.372670764829046
AAPL,2026-07-09T09:02:00-05:00,40.36111619819451
AAPL,2026-07-09T09:03:00-05:00,40.37553281516299
AAPL,2026-07-09T09:04:00-05:00,40.399275143821676
AAPL,2026-07-09T09:05:00-05:00,40.400435558221005
AAPL,2026-07-09T09:06:00-05:00,40.388393383642814
AAPL,2026-07-09T09:07:00-05:00,40.376639692858966
AAPL,2026-07-09T09:08:00-05:00,40.39169076179574
AAPL,2026-07-09T09:09:00-05:00,40.40843167874499
AAPL,2026-07-09T09:10:00-05:00,40.421540958743115
AAPL,2026-07-09T09:11:00-05:00,40.41266926446859
AAPL,2026-07-09T09:12:00-05:00,40.42012429445405
AAPL,2026-07-09T09:13:00-05:00,40.425480309106604
AAPL,2026-07-09T09:14:00-05:00,40.43269261373374
AAPL,2026-07-09T09:15:00-05:00,40.451782624503934
AAPL,2026-07-09T09:16:00-05:00,40.45908894445458
AAPL,2026-07-09T09:17:00-05:00,40.4746863724754
AAPL,2026-07-09T09:18:00-05:00,40.47915520612451
AAPL,2026-07-09T09:19:00-05:00,40.48766002759671
AAPL,2026-07-09T09:20:00-05:00,40.502400762779146
AAPL,2026-07-09T09:21:00-05:00,40.47908271579485
AAPL,2026-07-09T09:22:00-05:00,40.476498043488164
AAPL,2026-07-09T09:23:00-05:00,40.47116859631211
AAPL,2026-07-09T09:24:00-05:00,40.4627710299009
AAPL,2026-07-09T09:25:00-05:00,40.460998193522876
AAPL,2026-07-09T09:26:00-05:00,40.491454141340334
AAPL,2026-07-09T09:27:00-05:00,40.47891701525979
AAPL,2026-07-09T09:28:00-05:00,40.49979301524444
AAPL,2026-07-09T09:29:00-05:00,40.47236285384574
AAPL,2026-07-09T09:30:00-05:00,40.46950152807249
AAPL,2026-07-09T09:31:00-05:00,40.475703029132376
AAPL,2026-07-09T09:32:00-05:00,40.48961857782163
AAPL,2026-07-09T09:33:00-05:00,40.50581652913006
AAPL,2026-07-09T09:34:00-05:00,40.5235178243512
AAPL,2026-07-09T09:35:00-05:00,40.52040050077068
AAPL,2026-07-09T09:36:00-05:00,40.51521152689578
AAPL,2026-07-09T09:37:00-05:00,40.534095227259286
AAPL,2026-07-09T09:38:00-05:00,40.533848498402506
AAPL,2026-07-09T09:39:00-05:00,40.51382239200963
AAPL,2026-07-09T09:40:00-05:00,40.49640228919272
AAPL,2026-07-09T09:41:00-05:00,40.48288647202902
AAPL,2026-07-09T09:42:00-05:00,40.49518202882874
AAPL,2026-07-09T09:43:00-05:00,40.50101704363954
AAPL,2026-07-09T09:44:00-05:00,40.5168415365951
AAPL,2026-07-09T09:45:00-05:00,40.512292966422564
AAPL,2026-07-09T09:46:00-05:00,40.518424212745145
AAPL,2026-07-09T09:47:00-05:00,40.53307225831695
AAPL,2026-07-09T09:48:00-05:00,40.530672459556314
AAPL,2026-07-09T09:49:00-05:00,40.54224594674657
AAPL,2026-07-09T09:50:00-05:00,40.533413142486744
AAPL,2026-07-09T09:51:00-05:00,40.53003370033804
AAPL,2026-07-09T09:52:00-05:00,40.52631377066526
AAPL,2026-07-09T09:53:00-05:00,40.50774753805347
AAPL,2026-07-09T09:54:00-05:00,40.51986492909586
AAPL,2026-07-09T09:55:00-05:00,40.514547464550105
AAPL,2026-07-09T09:56:00-05:00,40.518016415452074
AAPL,2026-07-09T09:57:00-05:00,40.53002336222307
AAPL,2026-07-09T09:58:00-05:00,40.54140982764046
AAPL,2026-07-09T09:59:00-05:00,40.5567921831049
AAPL,2026-07-09T10:00:00-05:00,40.55823931158182
AAPL,2026-07-09T10:01:00-05:00,40.55375826531872
AAPL,2026-07-09T10:02:00-05:00,40.555547773105445
AAPL,2026-07-09T10:03:00-05:00,40.52799836941678
AAPL,2026-07-09T10:04:00-05:00,40.50484875192111
AAPL,2026-07-09T10:05:00-05:00,40.48398005333708
AAPL,2026-07-09T10:06:00-05:00,40.46905113743676
AAPL,2026-07-09T10:07:00-05:00,40.47956897915887
AAPL,2026-07-09T10:08:00-05:00,40.46631331383092
AAPL,2026-07-09T10:09:00-05:00,40.46266433891814
AAPL,2026-07-09T10:10:00-05:00,40.48955795939607
AAPL,2026-07-09T10:11:00-05:00,40.486305887215515
AAPL,2026-07-09T10:12:00-05:00,40.502981468092194
AAPL,2026-07-09T10:13:00-05:00,40.48920527179337
AAPL,2026-07-09T10:14:00-05:00,40.48870130666214
AAPL,2026-07-09T10:15:00-05:00,40.474631081119476
AAPL,2026-07-09T10:16:00-05:00,40.47169404420385
AAPL,2026-07-09T10:17:00-05:00,40.4902356919563
AAPL,2026-07-09T10:18:00-05:00,40.4620020858389
AAPL,2026-07-09T10:19:00-05:00,40.47314898867285
AAPL,2026-07-09T10:20:00-05:00,40.48071669939584
AAPL,2026-07-09T10:21:00-05:00,40.47313192951671
AAPL,2026-07-09T10:22:00-05:00,40.45003285942781
AAPL,2026-07-09T10:23:00-05:00,40.45458180048728
AAPL,2026-07-09T10:24:00-05:00,40.448178984281114
AAPL,2026-07-09T10:25:00-05:00,40.45564993666888
AAPL,2026-07-09T10:26:00-05:00,40.459284207901156
AAPL,2026-07-09T10:27:00-05:00,40.49168402296876
AAPL,2026-07-09T10:28:00-05:00,40.49056199709406
AAPL,2026-07-09T10:29:00-05:00,40.47515234714834
AAPL,2026-07-09T10:30:00-05:00,40.48165565322276
